UNITID,OPEID6,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,DEBT_ALL_STGP_EVAL_N,DEBT_ALL_STGP_EVAL_MDN,EARN_MDN_HI_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_COUNT_WNE_5YR,EARN_MDN_5YR
442888,25594,InterCoast Colleges-Riverside,"Private, for-profit",0,4603,Electrical and Power Transmission Installers.,1,Undergraduate Certificate or Diploma,70,34,PS,11469,33419,469,40101,288,46523
442888,25594,InterCoast Colleges-Riverside,"Private, for-profit",0,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Undergraduate Certificate or Diploma,8,0,PS,9500,32688,226,38137,95,45750
442888,25594,InterCoast Colleges-Riverside,"Private, for-profit",0,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,0,0,PS,12959,28692,162,37997,167,37412
442930,34275,University of Antelope Valley,"Private, for-profit",1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,13,8,56,9218,17518,PS,PS,100,28265
442930,34275,University of Antelope Valley,"Private, for-profit",1,3033,Sustainability Studies.,1,Undergraduate Certificate or Diploma,0,NA,NA,NA,NA,PS,PS,PS,PS
442930,34275,University of Antelope Valley,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,11,1,17,PS,20111,PS,PS,55,33826
442930,34275,University of Antelope Valley,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,93,70,95,7810,25657,124,29285,122,31769
442930,34275,University of Antelope Valley,"Private, for-profit",1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,35,17,32,9714,54974,38,75950,44,51826
442930,34275,University of Antelope Valley,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,8,4,PS,PS,8650,PS,PS,PS,PS
442930,34275,University of Antelope Valley,"Private, for-profit",1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,5,40,PS,16323,33100,84,39052,57,54152
442949,36683,Birthingway College of Midwifery,"Private, nonprofit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
442949,36683,Birthingway College of Midwifery,"Private, nonprofit",1,5134,Alternative and Complementary Medical Support Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
442976,36113,Brighton Center's Center for Employment Training,"Private, nonprofit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,13,5,PS,PS,PS,PS,PS,PS,PS
442976,36113,Brighton Center's Center for Employment Training,"Private, nonprofit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,14,15,PS,PS,20242,24,28903,22,30209
442976,36113,Brighton Center's Center for Employment Training,"Private, nonprofit",1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,21024,PS,PS,PS,PS
442976,36113,Brighton Center's Center for Employment Training,"Private, nonprofit",1,5210,Human Resources Management and Services.,1,Undergraduate Certificate or Diploma,0,5,NA,NA,NA,NA,NA,NA,NA
442985,36813,California Healing Arts College,"Private, for-profit",1,181,Veterinary Biomedical and Clinical Sciences.,1,Undergraduate Certificate or Diploma,95,85,PS,PS,NA,PS,PS,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,183,Veterinary/Animal Health Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,9500,PS,73,25706,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,3105,"Sports, Kinesiology, and Physical Education/Fitness.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,15,17,PS,PS,PS,PS,PS,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,46,36,20,9500,25307,16,24650,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,24708,PS,PS,PS,PS
442985,36813,California Healing Arts College,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,18,27,17,PS,PS,19,11231,PS,PS
443021,36824,Dallas Barber & Stylist College,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,56,22,PS,PS,16763,73,18506,135,18361
443058,36763,Family of Faith Christian University,"Private, nonprofit",1,3907,Pastoral Counseling and Specialized Ministries.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443100,34523,Colegio Educativo Tecnologico Industrial Inc,"Private, nonprofit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,0,4,NA,NA,NA,NA,NA,NA,NA
443100,34523,Colegio Educativo Tecnologico Industrial Inc,"Private, nonprofit",1,1505,Environmental Control Technologies/Technicians.,1,Undergraduate Certificate or Diploma,13,9,PS,PS,PS,PS,PS,PS,PS
443100,34523,Colegio Educativo Tecnologico Industrial Inc,"Private, nonprofit",1,4603,Electrical and Power Transmission Installers.,1,Undergraduate Certificate or Diploma,12,8,PS,PS,PS,PS,PS,PS,PS
443100,34523,Colegio Educativo Tecnologico Industrial Inc,"Private, nonprofit",1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,3,0,PS,PS,PS,PS,PS,PS,PS
443100,34523,Colegio Educativo Tecnologico Industrial Inc,"Private, nonprofit",1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,0,1,PS,PS,PS,PS,PS,PS,PS
443100,34523,Colegio Educativo Tecnologico Industrial Inc,"Private, nonprofit",1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,7,4,PS,PS,PS,PS,PS,PS,PS
443137,35883,Irene's Myomassology Institute,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,71,55,157,7389,19113,136,19951,93,24041
443146,36803,Jay's Technical Institute,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,34,13,PS,PS,PS,PS,PS,PS,PS
443207,35904,NTMA Machinist Career College,"Private, nonprofit",1,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,113,118,280,8418,35861,282,38259,751,46609
443216,36506,P C Age-Jersey City,"Private, for-profit",1,1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,94,76,364,12942,34804,326,39380,191,53399
443225,36506,PC AGE-Metropark,"Private, for-profit",0,1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,39,27,364,12942,34804,326,39380,191,53399
443234,37063,Hollywood Institute,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,131,135,113,6786,16438,94,17033,60,20715
443234,37063,Hollywood Institute,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,8,4,37,7233,18628,30,17924,38,25699
443234,37063,Hollywood Institute,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,18,26,31,6590,18789,28,22141,PS,PS
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,1108,Computer Software and Media Applications.,1,Undergraduate Certificate or Diploma,42,48,PS,PS,PS,PS,PS,PS,PS
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,1199,"Computer and Information Sciences and Support Services, Other.",1,Undergraduate Certificate or Diploma,80,84,37,9500,21797,75,22564,98,30045
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,1505,Environmental Control Technologies/Technicians.,1,Undergraduate Certificate or Diploma,340,252,139,8702,28225,316,33760,563,40003
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,4604,"Building/Construction Finishing, Management, and Inspection.",1,Undergraduate Certificate or Diploma,43,21,17,PS,30373,26,26701,33,36673
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,4605,Plumbing and Related Water Supply Services.,1,Undergraduate Certificate or Diploma,86,34,26,9500,30631,53,35252,49,36360
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,306,205,126,9374,33719,290,35781,346,42225
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,153,242,42,5679,14816,64,16128,123,21876
443252,36614,South Florida Institute of Technology,"Private, for-profit",1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,265,212,43,9500,16297,38,18258,69,14230
443261,35554,Southeastern College-Charleston,"Private, for-profit",1,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Undergraduate Certificate or Diploma,0,NA,NA,NA,NA,NA,NA,NA,NA
443261,35554,Southeastern College-Charleston,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,21,7,PS,9500,26666,29,29499,46,25598
443261,35554,Southeastern College-Charleston,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,77,26,153,9500,23093,143,28689,52,30976
443261,35554,Southeastern College-Charleston,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,31,19,55,9500,23271,58,28890,49,23037
443289,36703,TIGI Hairdressing Academy Legacy,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,118,137,182,12500,21023,163,21501,171,24576
443298,37143,Trend Barber College,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,11,15,89,12500,10529,60,13687,69,17458
443322,36124,Valley Grande Institute for Academic Studies,"Private, nonprofit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,5,5,24,7019,18715,28,11744,25,25675
443322,36124,Valley Grande Institute for Academic Studies,"Private, nonprofit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,6,16,32,9500,18685,37,16540,PS,PS
443322,36124,Valley Grande Institute for Academic Studies,"Private, nonprofit",1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,17,9,PS,9500,19603,36,19302,49,25905
443322,36124,Valley Grande Institute for Academic Studies,"Private, nonprofit",1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,64,59,PS,7917,24899,167,30574,85,37212
443377,21744,Triangle Tech Inc-Sunbury,"Private, for-profit",0,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,183,Veterinary/Animal Health Technologies/Technicians.,1,Undergraduate Certificate or Diploma,2,0,PS,PS,PS,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,1108,Computer Software and Media Applications.,1,Undergraduate Certificate or Diploma,0,8,NA,NA,NA,NA,NA,NA,NA
443492,40385,Pierpont Community and Technical College,Public,1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,3,9,PS,PS,PS,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,21,32,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,1506,Industrial Production Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
443492,40385,Pierpont Community and Technical College,Public,1,1509,Mining and Petroleum Technologies/Technicians.,1,Undergraduate Certificate or Diploma,5,2,PS,PS,PS,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,1513,Drafting/Design Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,7,13,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",1,Undergraduate Certificate or Diploma,192,286,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,1907,"Human Development, Family Studies, and Related Services.",1,Undergraduate Certificate or Diploma,0,5,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,4706,Vehicle Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,29,NA,NA,NA,NA,NA,NA,NA
443492,40385,Pierpont Community and Technical College,Public,1,5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
443492,40385,Pierpont Community and Technical College,Public,1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,15,22,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,25,10,PS,PS,PS,17,58605,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Undergraduate Certificate or Diploma,26,25,10,PS,PS,PS,PS,20,33434
443492,40385,Pierpont Community and Technical College,Public,1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,17,0,26,16101,35019,27,39018,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,5201,"Business/Commerce, General.",1,Undergraduate Certificate or Diploma,16,20,NA,NA,NA,PS,PS,PS,PS
443492,40385,Pierpont Community and Technical College,Public,1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,0,4,NA,NA,NA,NA,NA,NA,NA
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,2,3,NA,NA,NA,NA,NA,NA,NA
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,3105,"Sports, Kinesiology, and Physical Education/Fitness.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,4603,Electrical and Power Transmission Installers.,1,Undergraduate Certificate or Diploma,84,84,PS,11469,33419,469,40101,288,46523
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Undergraduate Certificate or Diploma,16,34,PS,9500,32688,226,38137,95,45750
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5105,Advanced/Graduate Dentistry and Oral Sciences.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,0,NA,PS,PS,PS,PS,PS,PS,PS
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,9500,25112,83,27880,154,37075
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,87,79,PS,12959,28692,162,37997,167,37412
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,1,NA,PS,PS,PS,PS,PS,PS,PS
443571,25594,InterCoast Colleges-West Covina,"Private, for-profit",1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,12,10,PS,9500,PS,PS,PS,PS,PS
443599,41944,American College of Healthcare Sciences,"Private, for-profit",1,5100,"Health Services/Allied Health/Health Sciences, General.",1,Undergraduate Certificate or Diploma,24,22,40,7075,PS,18,30774,PS,PS
443599,41944,American College of Healthcare Sciences,"Private, for-profit",1,5133,Alternative and Complementary Medicine and Medical Systems.,1,Undergraduate Certificate or Diploma,109,140,153,10597,22629,75,22265,PS,PS
443599,41944,American College of Healthcare Sciences,"Private, for-profit",1,5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,0,NA,PS,PS,PS,PS,PS,PS,PS
443632,30682,Colorado Media School,"Private, for-profit",0,907,"Radio, Television, and Digital Communication.",1,Undergraduate Certificate or Diploma,86,184,PS,9500,21689,642,18896,339,27396
443632,30682,Colorado Media School,"Private, for-profit",0,909,"Public Relations, Advertising, and Applied Communication.",1,Undergraduate Certificate or Diploma,4,22,31,15833,21858,26,15718,PS,PS
443641,25318,Paul Mitchell the School-Rhode Island,"Private, for-profit",0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,69,99,70,7232,17801,700,16464,832,25624
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,183,Veterinary/Animal Health Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,PS,25558,PS,39,32340,24,30720
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,1110,Computer/Information Technology Administration and Management.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,PS,PS
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,NA,NA,384,7917,14469,335,15003,583,19935
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,10699,17355,115,21827,33,30273
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,1409,Computer Engineering.,1,Undergraduate Certificate or Diploma,NA,NA,32,7917,PS,33,31111,PS,PS
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,1505,Environmental Control Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,254,13000,30848,257,32364,160,40768
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,4701,Electrical/Electronics Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,0,0,NA,NA,NA,NA,NA,NA,NA
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",1,Undergraduate Certificate or Diploma,NA,NA,77,12139,31479,86,38043,61,45173
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,4706,Vehicle Maintenance and Repair Technologies/Technicians.,1,Undergraduate Certificate or Diploma,NA,NA,489,15333,29343,470,35147,374,39477
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,NA,NA,586,13000,31614,809,30105,589,40658
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,4902,Ground Transportation.,1,Undergraduate Certificate or Diploma,80,99,18,PS,42409,615,46909,53,29387
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,17,17,PS,10835,19844,574,19134,425,25794
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,16,69,714,20000,20357,582,22506,519,27239
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,37,25,2064,12668,19946,2008,22869,919,25324
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,NA,NA,PS,11172,26323,17,41049,23,41174
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Undergraduate Certificate or Diploma,NA,NA,45,12992,22210,41,25821,104,28037
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,6649,17802,403,18129,648,23008
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,NA,NA,NA,NA
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,23,14037,41,28474
443650,23068,Miller-Motte College-Chattanooga,"Private, for-profit",1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,NA,NA,39,9500,20900,37,20789,26,19954
443669,24973,Milan Institute-Sparks,"Private, for-profit",0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,NA,17,PS,PS,PS,20,15635,PS,PS
443669,24973,Milan Institute-Sparks,"Private, for-profit",0,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,25,13,88,8919,23848,91,27394,98,30559
443669,24973,Milan Institute-Sparks,"Private, for-profit",0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,38,14,205,8082,22778,197,27459,221,31930
443669,24973,Milan Institute-Sparks,"Private, for-profit",0,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,26,16,68,7690,17412,61,22774,49,28878
443696,23313,Interactive College of Technology,"Private, for-profit",0,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,0,3,PS,PS,PS,PS,PS,PS,PS
443696,23313,Interactive College of Technology,"Private, for-profit",0,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,1,4,PS,PS,PS,PS,PS,PS,PS
443696,23313,Interactive College of Technology,"Private, for-profit",0,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,1,3,PS,PS,PS,PS,PS,PS,PS
443748,1499,Altierus Career College-Norcross,"Private, nonprofit",0,1505,Environmental Control Technologies/Technicians.,1,Undergraduate Certificate or Diploma,124,NA,165,8898,31781,173,36037,155,39302
443748,1499,Altierus Career College-Norcross,"Private, nonprofit",0,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,101,NA,236,8823,21370,204,22062,293,26826
443748,1499,Altierus Career College-Norcross,"Private, nonprofit",0,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,67,NA,142,8971,21935,119,26693,480,31788
443748,1499,Altierus Career College-Norcross,"Private, nonprofit",0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,128,NA,559,8971,21301,456,26632,1497,29433
443766,1459,Strayer University-Tennessee,"Private, for-profit",0,1104,Information Science/Studies.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443766,1459,Strayer University-Tennessee,"Private, for-profit",0,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443766,1459,Strayer University-Tennessee,"Private, for-profit",0,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443784,1459,Strayer University-Pennsylvania,"Private, for-profit",0,1104,Information Science/Studies.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443784,1459,Strayer University-Pennsylvania,"Private, for-profit",0,5202,"Business Administration, Management and Operations.",1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443784,1459,Strayer University-Pennsylvania,"Private, for-profit",0,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,0,0,PS,PS,PS,PS,PS,PS,PS
443951,37354,Charlie's Guard-Detective Bureau and Academy Inc,"Private, for-profit",1,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,10,5,PS,PS,PS,PS,PS,PS,PS
443951,37354,Charlie's Guard-Detective Bureau and Academy Inc,"Private, for-profit",1,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,10,3,PS,PS,12640,PS,PS,PS,PS
443951,37354,Charlie's Guard-Detective Bureau and Academy Inc,"Private, for-profit",1,4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",1,Undergraduate Certificate or Diploma,18,14,PS,PS,PS,PS,PS,PS,PS
443951,37354,Charlie's Guard-Detective Bureau and Academy Inc,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,0,6,PS,PS,PS,PS,PS,PS,PS
443979,21609,PCI Academy-Plymouth,"Private, for-profit",0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,93,93,245,6333,24853,229,24178,152,30439
444051,33193,Creative Images Institute of Cosmetology-South Dayton,"Private, for-profit",0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,95,62,246,9833,16135,206,16806,196,24405
444088,22188,Brookline College-Albuquerque,"Private, for-profit",0,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,4,7,138,9500,28008,105,32951,154,35187
444088,22188,Brookline College-Albuquerque,"Private, for-profit",0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,26,11,PS,9496,23574,479,27966,471,30692
444088,22188,Brookline College-Albuquerque,"Private, for-profit",0,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,7,51,PS,9491,22132,182,29376,216,33343
444130,38133,Northcentral University,"Private, nonprofit",1,2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,5,10,NA,NA,NA,PS,PS,PS,PS
444194,37583,Bayamon Community College,"Private, for-profit",1,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,79,95,PS,PS,14573,33,12511,193,17508
444194,37583,Bayamon Community College,"Private, for-profit",1,5203,Accounting and Related Services.,1,Undergraduate Certificate or Diploma,22,30,PS,PS,PS,PS,PS,19,22948
444194,37583,Bayamon Community College,"Private, for-profit",1,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,NA,NA,PS,PS,PS,PS,PS,39,16759
444219,38713,Folsom Lake College,Public,1,301,Natural Resources Conservation and Research.,1,Undergraduate Certificate or Diploma,NA,1,NA,NA,NA,NA,NA,NA,NA
